name,pageUrl,isActive,category,description,logo,getStarted,EITMLI18,shortDescription,url,useCases,isOpenSource,freeUrl,demoUrl
Apache Airflow,airflow,TRUE,Orchestration,"Apache Airflow is a platform to programmatically author, schedule, and monitor workflows. It uses DAGs for workflow orchestration.",https://cwiki.apache.org/confluence/download/attachments/145723561/airflow_transparent.png?api=v2,https://airflow.apache.org/docs/apache-airflow/stable/start.html,"Airflow is a platform for programming complex computational workflows, allowing you to schedule and monitor data pipelines using Python code.",A platform to programmatically author schedule and monitor workflows.,https://airflow.apache.org,"- Workflow orchestration
- ETL pipelines
- Task scheduling",TRUE,,
Luigi,luigi,TRUE,Orchestration,"Luigi is a Python package that helps you build complex pipelines of batch jobs, handling dependency resolution and workflow management.",https://raw.githubusercontent.com/spotify/luigi/master/doc/luigi.png,https://luigi.readthedocs.io/en/stable/,"Luigi is a Python library that helps you manage complex data processing pipelines, handling task scheduling, dependency resolution, and workflow management.",A Python package for building complex pipelines of batch jobs with dependency management.,https://luigi.readthedocs.io/en/stable/index.html,"- Data pipeline management
- Batch job scheduling
- Dependency resolution",TRUE,,
Dagster,dagster,TRUE,Orchestration,"Dagster is a data orchestrator for machine learning, analytics, and ETL.",https://dagster.io/images/brand/logos/dagster-reversed-mark.svg,https://docs.dagster.io/tutorial,"Dagster is a data orchestration tool that allows you to define, manage, and monitor data pipelines using Python code, with built-in testing and error handling capabilities.","An open-source data orchestrator for building, testing and monitoring data pipelines.",https://dagster.io,"- Data orchestration
- ETL pipelines
- Data quality",TRUE,,https://dagster.io/contact
Prefect,prefect,TRUE,Orchestration,Prefect is a workflow management system designed for modern data infrastructure.,https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/prefect.png,https://docs-3.prefect.io/3.0rc/get-started/quickstart,"Prefect allows you to build, run, and monitor complex data workflows, with features like automatic retries, dynamic workflows, and real-time monitoring.",A workflow management system for building resilient and dynamic data pipelines.,https://www.prefect.io,"- Workflow orchestration
- Data pipeline management
- Task scheduling",TRUE,https://app.prefect.cloud/,https://www.prefect.io/
Orchestra,orchestra,TRUE,Orchestration,Orchestra is an open-source platform for orchestrating data pipelines and machine learning workflows.,https://cdn.prod.website-files.com/6541750d4db1a741ed66738c/66934478274bbd9e85cb9b94_Data%20Orchestration%20Icon.png,https://orchestra-1.gitbook.io/orchestra-portal/quick-start,"Orchestra helps you manage complex data and ML tasks by coordinating different steps and ensuring they run in the right order, like a conductor leading an orchestra.",An open-source platform for orchestrating and monitoring data and ML workflows.,https://www.getorchestra.io/,"- ML workflow orchestration
- Data pipeline management
- Model deployment",TRUE,https://www.getorchestra.io/pricing,https://calendly.com/hugo-lu-confirmed/30min?
Astronomer,astronomer,TRUE,Orchestration,"Astronomer is a data orchestration platform powered by Apache Airflow, offering tools to develop, orchestrate, and monitor data pipelines.",https://www.astronomer.io/favicon.svg,https://www.astronomer.io/docs/astro/cli/overview,"Astronomer is like a mission control center for your data workflows, helping you design, schedule, and monitor complex data processes using the power of Apache Airflow, but with added tools and support.",A data orchestration platform built on Apache Airflow - providing tools for developing and managing data workflows.,https://www.astronomer.io,"- Airflow management
- Data pipeline orchestration
- ETL workflows",FALSE,https://www.astronomer.io/pricing/,https://www.astronomer.io/get-started/
Kestra,kestra,TRUE,Orchestration,"Kestra is an open-source, event-driven, and schedule-based workflow orchestration platform that helps you build, run, schedule, and monitor complex data pipelines.",https://kestra.io/favicon-192x192.png,https://kestra.io/docs/tutorial,"Kestra is like a skilled conductor for your data orchestra, coordinating various data tasks and processes to work together seamlessly, whether they need to run on a schedule or in response to specific events.",An open-source workflow orchestration platform for building and managing complex data pipelines with event-driven capabilities.,https://kestra.io,"- Workflow orchestration
- Data pipeline management
- Event-driven workflows",TRUE,https://kestra.io/pricing,https://kestra.io/demo
Y42,y42,TRUE,Orchestration; Ingestion,"Y42 is a modern, self-service data platform that integrates data integration, transformation, orchestration, and analytics in one tool.","https://media.graphassets.com/output=format:jpg/resize=,width:59,height:59,fit:crop/pFV2MSfWQGAN6ruQEc6s",https://www.y42.com/docs/getting-started,"Y42 is like a one-stop-shop for data work, allowing you to pull in data from various sources, clean it up, run analyses, and create visualizations all in one place, without needing to switch between different tools.","An all-in-one data platform combining data integration, transformation, orchestration, and analytics.",https://www.y42.com,"- Data integration
- Data transformation
- Data visualization",FALSE,https://www.y42.com/free-trial,https://www.y42.com/book-a-call/discovery
Microsoft Fabric,fabric,TRUE,Orchestration; Ingestion,"Microsoft Fabric is an all-in-one analytics solution for enterprises, unifying various data and analytics tools into a single, integrated platform.",https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/fabric.png,https://learn.microsoft.com/en-us/fabric/get-started/end-to-end-tutorials,"Microsoft Fabric is like a complete toolbox for working with data in large organizations, bringing together tools for data storage, processing, analysis, and visualization in one place, making it easier to manage and use data across the entire company.",An integrated platform combining various Microsoft data and analytics services into a unified experience.,https://www.microsoft.com/en-us/microsoft-fabric,"- Data integration
- Analytics
- Data visualization",FALSE,https://www.microsoft.com/en-us/microsoft-fabric/getting-started,https://azure.microsoft.com/en-us/contact/#contact-sales
Azure Data Factory,data-factory,TRUE,Orchestration;Ingestion,Azure Data Factory is a cloud-based ETL and data integration service that allows you to create data-driven workflows for orchestrating data movement and transforming data at scale.,https://code.benco.io/icon-collection/azure-icons/Data-Factory.svg,https://learn.microsoft.com/en-us/azure/data-factory/quickstart-get-started,"Azure Data Factory is like a data assembly line in the cloud, helping you move and transform data from various sources to where you need it, all managed through a visual interface.",A fully managed serverless data integration service for ETL/ELT workflows.,https://azure.microsoft.com/en-us/products/data-factory,"- Data integration
- ETL/ELT
- Data pipeline orchestration",FALSE,https://azure.microsoft.com/en-us/pricing/purchase-options/azure-account?icid=azurefreeaccount,https://azure.microsoft.com/en-us/contact/#contact-sales
Apache Flink,flink,TRUE,Processing; Streaming,Apache Flink is a framework and distributed processing engine for stateful computations over data streams.,https://cdn.icon-icons.com/icons2/2699/PNG/512/apache_flink_logo_icon_168620.png,https://ci.apache.org/projects/flink/flink-docs-release-1.14/docs/try-flink/datastream/,Flink is a powerful stream processing framework that allows you to process and analyze real-time data streams with high throughput and low latency.,A framework and distributed processing engine for stateful computations over data streams.,https://flink.apache.org,"- Stream processing
- Real-time analytics
- Event-driven applications",TRUE,,
Azure Stream Analytics,stream-analytics,TRUE,Processing; Streaming,Azure Stream Analytics is a real-time analytics and complex event-processing engine that is designed to analyze and process high volumes of fast streaming data from multiple sources simultaneously.,https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/stream_analytics.png,https://learn.microsoft.com/en-us/azure/stream-analytics/quick-start-build-application,"Azure Stream Analytics is like a super-fast data analyst that can process and analyze data as it's coming in, helping you get insights from your data in real-time.","A real-time analytics service for stream processing of fast moving data streams from devices, sensors, infrastructure, applications and more.",https://azure.microsoft.com/en-us/products/stream-analytics,"- Real-time analytics
- IoT data processing
- Anomaly detection",FALSE,https://azure.microsoft.com/en-us/pricing/purchase-options/azure-account?icid=azurefreeaccount,https://azure.microsoft.com/en-us/contact/#contact-sales
Apache Hudi,hudi,TRUE,Processing;Streaming,Apache Hudi (Hadoop Upserts Deletes and Incrementals) is a data management framework for faster processing and incremental updates to big data.,https://hudi.apache.org/assets/images/logo-big.png,https://hudi.apache.org/docs/quick-start-guide,"Hudi is a data management framework that allows you to perform upserts, deletes, and incremental data processing on large datasets stored in data lakes.",An open-source data management framework that provides atomic upserts and incremental data processing.,https://hudi.apache.org,"- Data lake management
- Incremental processing
- ACID transactions on data lakes",TRUE,,
Apache Beam,beam,TRUE,Processing;Streaming,Apache Beam provides a unified programming model for defining and executing data processing pipelines.,https://cdn.icon-icons.com/icons2/2699/PNG/512/apache_beam_logo_icon_168624.png,https://beam.apache.org/get-started/quickstart-py/,"Beam offers a unified programming model to define and execute data processing pipelines, including batch and streaming data processing jobs that can run on various execution engines.",A unified programming model for defining and executing data processing pipelines.,https://beam.apache.org,"- Data processing
- ETL pipelines
- Unified batch and stream processing",TRUE,,
Databricks,databricks,TRUE,Processing;Streaming;Query Engine,"Databricks provides a unified analytics platform built on top of Apache Spark, designed for data science and engineering teams.",https://asset.brandfetch.io/idSUrLOWbH/idQeSz8UHv.svg?updated=1668081624532,https://www.databricks.com/learn,"Databricks offers a collaborative platform for data science and engineering, allowing you to easily process large amounts of data, build machine learning models, and create data pipelines.",A unified data analytics platform built on Apache Spark for big data processing and machine learning.,https://www.databricks.com,"- Big data processing
- Machine learning
- Data engineering",FALSE,https://www.databricks.com/try-databricks#account,https://www.databricks.com/company/contact
Apache Spark,spark,TRUE,Processing;Streaming;Query Engine,"Apache Spark is a unified analytics engine for large-scale data processing. It supports batch processing, real-time streaming, machine learning, and graph processing.",https://cdn.icon-icons.com/icons2/2699/PNG/512/apache_spark_logo_icon_170560.png,https://spark.apache.org/docs/latest/quick-start.html,"Spark is like a high-performance engine for data processing, allowing you to analyze massive datasets quickly using distributed computing techniques.",A unified analytics engine for large-scale data processing with support for various data tasks.,https://spark.apache.org,"- Big data processing
- Machine learning
- Stream processing",TRUE,,
Great Expectations,great-expectations,TRUE,Quality,"Great Expectations is a Python-based open-source library for validating, documenting, and profiling data.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjkqYHr049iwVfZYm67YaebpFhPsWogNpUoypOkgbuVblVB9BJ-T6L5NhHjrsrrwsc3NA&usqp=CAU,https://docs.greatexpectations.io/docs/reference/learn/data_quality_use_cases/dq_use_cases_lp,"Great Expectations is like a quality control system for your data, helping you catch and prevent data quality issues before they cause problems in your analysis or applications.","An open-source Python library for data validation, documentation, and profiling.",https://greatexpectations.io,"- Data validation
- Data quality
- Data testing",TRUE,https://greatexpectations.io/pricing/,https://greatexpectations.io/cloud
Pydantic,pydantic,TRUE,Quality,"Pydantic is a data validation and settings management library using Python type annotations, ensuring your data's integrity and structure.",https://avatars.githubusercontent.com/u/110818415?v=4,https://pydantic-docs.helpmanual.io/usage/models/,"Pydantic helps you define what shape your data should have and automatically validates it, catching errors early and making your code more reliable and easier to understand.",A data validation and settings management library using Python type hints.,https://pydantic-docs.helpmanual.io,"- Data validation
- Settings management
- Serialization",TRUE,,
Starburst,starburst,TRUE,Query Engine,"Starburst is a fast and flexible query engine built on open source Trino, designed to query data across any database.","https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_1/imsmiqjafibkwqzcwsrb",https://docs.starburst.io/introduction/index.html,"Starburst is like a universal translator for databases, allowing you to query data across multiple sources as if they were all in one place, making it easier to analyze data spread across different systems.",An enterprise-ready distributed SQL query engine for big data.,https://www.starburst.io,"- Distributed SQL querying
- Data federation
- Data lake analytics",FALSE,https://www.starburst.io/platform/starburst-galaxy/start/,https://www.starburst.io/info/live-demos/
AWS Athena,athena,TRUE,Query Engine,Amazon Athena is an interactive query service that makes it easy to analyze data in Amazon S3 using standard SQL.,https://icon.icepanel.io/AWS/svg/Analytics/Athena.svg,https://docs.aws.amazon.com/athena/latest/ug/getting-started.html,"Athena is like having a powerful SQL engine that can directly query your data stored in S3, without needing to set up and manage any servers.","A serverless, interactive query service for analyzing data in Amazon S3 using SQL.",https://aws.amazon.com/athena,"- Serverless querying
- Data lake analytics
- Ad-hoc analysis",FALSE,https://aws.amazon.com/athena/pricing/,https://aws.amazon.com/contact-us/
Trino,trino,TRUE,Query Engine,Trino (formerly PrestoSQL) is an open-source distributed SQL query engine designed to query large data sets distributed over one or more heterogeneous data sources.,https://avatars.githubusercontent.com/u/34147222?s=200&v=4,https://trino.io/docs/current/installation/deployment.html,"Trino is like a super-fast librarian that can find and combine information from many different libraries at once, allowing you to ask complex questions about data stored in various places and get quick answers.",An open-source distributed SQL query engine for big data analytics across multiple data sources.,https://trino.io,"- Distributed SQL querying
- Big data analytics
- Data federation",TRUE,,
Dremio,dremio,TRUE,Query Engine,"Dremio is an open-source data lake engine that provides fast query capabilities over data lakes, along with data virtualization and data acceleration technologies.",https://www.vectorlogo.zone/logos/dremio/dremio-icon.svg,https://docs.dremio.com/current/get-started/,"Dremio is like a high-speed train for your data lake, allowing you to quickly access and analyze data stored in various formats and locations without needing to move or copy it, making it easier to get insights from large amounts of diverse data.",An open-source data lake engine that accelerates queries and provides a SQL interface to various data sources.,https://www.dremio.com,"- Data lake engine
- SQL acceleration
- Data virtualization",TRUE,https://www.dremio.com/get-started/,https://www.dremio.com/contact/
Elasticsearch,elasticsearch,TRUE,Query Engine,"Elasticsearch is a distributed, RESTful search and analytics engine capable of solving various use cases.",https://cdn.worldvectorlogo.com/logos/elasticsearch.svg,https://www.elastic.co/guide/en/elasticsearch/reference/current/getting-started.html,"Elasticsearch is a powerful search and analytics engine that allows you to store, search, and analyze large volumes of data quickly and in near real-time.",A distributed RESTful search and analytics engine for various use cases.,https://www.elastic.co,"- Full-text search
- Log analytics
- Application monitoring",TRUE,https://www.elastic.co/pricing,https://www.elastic.co/contact
AWS S3,s3,TRUE,Storage,"Amazon S3 (Simple Storage Service) is an object storage service offering industry-leading scalability, data availability, security, and performance.",https://icon.icepanel.io/AWS/svg/Storage/Simple-Storage-Service.svg,https://docs.aws.amazon.com/AmazonS3/latest/userguide/GetStartedWithS3.html,"S3 is like a giant, reliable storage system in the cloud where you can keep any amount of data, access it quickly, and only pay for what you use.",A scalable object storage service for storing and retrieving any amount of data.,https://aws.amazon.com/s3,"- Object storage
- Data backup
- Static website hosting",FALSE,https://aws.amazon.com/s3/pricing/,https://aws.amazon.com/contact-us/
Microsoft ADLS Gen2,adls-gen2,TRUE,Storage,"Azure Data Lake Storage Gen2 is a set of capabilities dedicated to big data analytics, built on Azure Blob storage.",https://miro.medium.com/v2/resize:fit:600/1*xkem5OSBR4oeQbMptKm6sw.png,https://docs.microsoft.com/en-us/azure/storage/blobs/data-lake-storage-introduction,"ADLS Gen2 is a powerful storage system designed for big data analytics in the cloud, allowing you to store and analyze massive amounts of data efficiently.","A hierarchical file system built on Azure Blob storage, optimized for analytics workloads.",https://azure.microsoft.com/en-us/products/storage/data-lake-storage,"- Data lake storage
- Big data analytics
- Hadoop compatible storage",FALSE,https://azure.microsoft.com/en-us/pricing/purchase-options/azure-account,https://azure.microsoft.com/en-us/contact/
Apache Hadoop,hadoop,TRUE,Storage;Query Engine,Apache Hadoop is an open-source framework for distributed storage and processing of large datasets using MapReduce.,https://cdn.icon-icons.com/icons2/2699/PNG/512/apache_hadoop_logo_icon_169586.png,https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/SingleCluster.html,"Hadoop is a framework that allows for the distributed processing of large data sets across clusters of computers, using simple programming models like MapReduce.",An open-source framework for distributed storage and processing of large datasets.,https://hadoop.apache.org,"- Distributed storage
- Big data processing
- Batch processing",TRUE,,
Apache Kafka,kafka,TRUE,Streaming,"Apache Kafka is a distributed event streaming platform used for high-performance data pipelines, streaming analytics, and data integration.",https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/kafka.png,https://kafka.apache.org/quickstart,"Kafka is a distributed system for handling real-time data feeds, allowing you to publish, subscribe, store, and process streams of records seamlessly.",A distributed event streaming platform for building real-time data pipelines and streaming applications.,https://kafka.apache.org,"- Event streaming
- Message queuing
- Data integration",TRUE,,
Apache Pulsar,pulsar,TRUE,Streaming,"Apache Pulsar is a cloud-native, distributed messaging and streaming platform originally created at Yahoo!",https://vectorseek.com/wp-content/uploads/2023/11/Apache-Pulsar-Icon-Logo-Vector.svg-.png,https://pulsar.apache.org/docs/en/standalone/,"Pulsar is a distributed messaging system that allows you to build scalable, real-time data streaming applications with support for multiple subscription modes.",A cloud-native distributed messaging and streaming platform.,https://pulsar.apache.org,"- Distributed messaging
- Pub-sub messaging
- Stream processing",TRUE,,
AWS Kinesis,kinesis,TRUE,Streaming,"Amazon Kinesis makes it easy to collect, process, and analyze real-time, streaming data so you can get timely insights and react quickly to new information.",https://icon.icepanel.io/AWS/svg/Analytics/Kinesis.svg,https://docs.aws.amazon.com/kinesis/latest/dev/getting-started.html,"Kinesis is like a high-speed conveyor belt for data, allowing you to ingest and process large amounts of streaming data in real-time.","A platform for streaming data on AWS, making it easy to load and analyze streaming data.",https://aws.amazon.com/kinesis,"- Real-time streaming
- Data analytics
- Application monitoring",FALSE,https://aws.amazon.com/kinesis/data-streams/pricing/,https://aws.amazon.com/contact-us/
Redpanda,redpanda,TRUE,Streaming,"Redpanda is a Kafka-compatible event streaming platform with lower latency, higher throughput, and zero copy architecture.",https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/redpanda.png,https://docs.redpanda.com/current/get-started/quick-start/,"Redpanda is like a supercharged version of Kafka, allowing you to process streams of data extremely quickly and efficiently, making it great for real-time data processing.",A Kafka-compatible event streaming platform with improved performance.,https://redpanda.com,"- Kafka-compatible streaming
- Real-time data processing
- Event-driven architectures",TRUE,https://cloud.redpanda.com/sign-up/,https://www.redpanda.com/contact
dbt,dbt,TRUE,Transformation,dbt is a command-line tool that enables data analysts and engineers to transform data in their warehouses more effectively.,https://nrphlnibzuquhuzswkqv.supabase.co/storage/v1/object/public/engineeringtools/dbt.png,https://docs.getdbt.com/tutorial/setting-up,"dbt (data build tool) allows you to transform your data by writing modular SQL select statements, manage model dependencies, and generate documentation for your data warehouse.",A command-line tool for transforming data in warehouses using SQL.,https://www.getdbt.com,"- Data transformation
- Data modeling
- Analytics engineering",TRUE,https://www.getdbt.com/signup,https://www.getdbt.com/contact
Git,git,TRUE,Version Control,"Git is a distributed version-control system for tracking changes in source code during software development, designed for coordinating work among programmers.",https://cdn.icon-icons.com/icons2/2107/PNG/512/file_type_git_icon_130581.png,https://git-scm.com/book/en/v2/Getting-Started-About-Version-Control,"Git is like a time machine for your code, allowing you to track changes, experiment with new ideas, and collaborate with others without fear of losing your work.",A distributed version control system for tracking changes in source code during software development.,https://git-scm.com,"- Version control
- Collaborative development
- Code management",TRUE,,
Microsoft Synapse,synapse,TRUE,Visualization,Azure Synapse is an analytics service that brings together enterprise data warehousing and Big Data analytics.,https://azure.microsoft.com/svghandler/synapse-analytics.png,https://learn.microsoft.com/en-us/azure/synapse-analytics/get-started,"Synapse is an integrated analytics platform that combines data integration, enterprise data warehousing, and big data analytics into a single service.",An integrated analytics service that accelerates time to insight across data warehouses and big data systems.,https://azure.microsoft.com/en-us/products/synapse-analytics,"- Data warehousing
- Big data analytics
- Data integration",FALSE,https://azure.microsoft.com/en-us/pricing/purchase-options/azure-account?icid=azurefreeaccount,https://azure.microsoft.com/en-us/contact/
Looker,looker,TRUE,Visualization,"Looker is a business intelligence software and big data analytics platform that helps you explore, analyze and share real-time business analytics.",https://coefficient.io/wp-content/uploads/2022/03/looker.png,https://cloud.google.com/looker/docs/set-up-and-administer-looker,"Looker is a powerful tool that allows you to create custom data experiences, from simple dashboards to sophisticated data apps, helping you make data-driven decisions.","A business intelligence platform for data exploration, visualization, and embedded analytics.",https://www.looker.com,"- Business intelligence
- Data visualization
- Embedded analytics",FALSE,,
Power BI,powerbi,TRUE,Visualization,Power BI is a business analytics tool by Microsoft for visualizing data and sharing insights across an organization.,https://1000logos.net/wp-content/uploads/2022/08/Microsoft-Power-BI-Logo.png,https://docs.microsoft.com/en-us/power-bi/fundamentals/desktop-getting-started,"Power BI is like a powerful magnifying glass for your data, allowing you to create interactive visualizations and dashboards that help you understand and present your data effectively.",A suite of business analytics tools for analyzing data and sharing insights.,https://powerbi.microsoft.com,"- Data visualization
- Business intelligence
- Interactive dashboards",FALSE,https://www.microsoft.com/en-us/power-platform/products/power-bi/getting-started-with-power-bi,https://azure.microsoft.com/en-us/contact/
Tableau,tableau,TRUE,Visualization,Tableau is a visual analytics platform that helps people see and understand data through interactive visualizations.,https://leadsbridge.com/wp-content/themes/leadsbridge/img/integration-lg-logos/logo1024.png,https://public.tableau.com/en-us/s/resources,"Tableau is a powerful data visualization tool that allows you to connect to various data sources, create interactive dashboards, and share insights with others easily.",A visual analytics platform for creating interactive data visualizations and dashboards.,https://www.tableau.com,"- Data visualization
- Business intelligence
- Self-service analytics",FALSE,https://www.tableau.com/products/trial,https://www.tableau.com/about/contact
Apache Superset,superset,TRUE,Visualization,"Apache Superset is a modern data exploration and visualization platform designed to be visual, intuitive, and interactive.",https://seeklogo.com/images/S/superset-icon-logo-D70353ADD5-seeklogo.com.png,https://superset.apache.org/docs/quickstart,Superset is a data visualization and exploration platform that allows you to create interactive dashboards and perform ad-hoc analyses on your data without writing code.,A modern data exploration and visualization platform for creating interactive dashboards.,https://superset.apache.org,"- Data exploration
- Data visualization
- Business intelligence",TRUE,,
Metabase,metabase,TRUE,Visualization,Metabase is an open-source business intelligence tool that lets you create interactive dashboards and ad-hoc queries without SQL.,https://www.metabase.com/images/logo.svg,https://www.metabase.com/learn/getting-started/getting-started.html,"Metabase is a user-friendly tool that allows you to explore your data, create visualizations, and share insights with your team, even if you're not a data expert.",An open-source business intelligence and analytics tool for easy data exploration and visualization.,https://www.metabase.com,"- Business intelligence
- Data visualization
- Ad-hoc querying",TRUE,https://store.metabase.com/checkout,https://www.metabase.com/partners/
Hex,hex,TRUE,Visualization,"Hex is a collaborative data workspace that combines SQL, Python, and interactive visualizations for data analysis and sharing.",https://mds-bucket.us-southeast-1.linodeobjects.com/93142832.png,https://learn.hex.tech/tutorials,"Hex is a platform where you can write code, query databases, create visualizations, and share your work, all in one place, making it easier to collaborate on data projects.","A collaborative analytics platform combining notebooks, SQL, and visualizations.",https://hex.tech,"- Data analysis
- Collaborative notebooks
- Data visualization",FALSE,https://hex.tech/pricing/,https://hex.tech/contact-us/
